gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,copia_de,semelhanca
twilio-ruby,lib/twilio-ruby/rest/messaging/v2.rb,c58e213a6f04,third-party apis,7,11,0,40,0.0,2,0.0,5,4,4,0.8,twilio-ruby/lib/twilio-ruby/rest/lookups/v2.rb,0.8
twilio-ruby,lib/twilio-ruby/rest/pricing/v1.rb,c58e213a6f04,third-party apis,7,11,0,40,0.0,2,0.0,5,4,4,0.8,twilio-ruby/lib/twilio-ruby/rest/lookups/v2.rb,0.8
activerecord,lib/arel/nodes/comment.rb,3989ebf3473d,orm/odm,3.8,4,0,50,0.0,1,0.0,4,3,4,1.0,activerecord/lib/arel/nodes/fragments.rb,0.8
twilio-ruby,lib/twilio-ruby/rest/ip_messaging/v2/service/channel/message.rb,c58e213a6f04,third-party apis,8.8,41,0,76,0.0,2,0.0,59,14,31,0.525,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/conversation/message.rb,0.778
twilio-ruby,lib/twilio-ruby/rest/chat/v2/service/channel/message.rb,c58e213a6f04,third-party apis,8.8,41,0,76,0.0,2,0.0,59,14,31,0.525,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/conversation/message.rb,0.778
twilio-ruby,lib/twilio-ruby/rest/bulkexports/v1/export/export_custom_job.rb,c58e213a6f04,third-party apis,7.6,37,0,71,0.0,2,0.0,34,10,17,0.5,twilio-ruby/lib/twilio-ruby/rest/wireless/v1/sim/data_session.rb,0.778
twilio-ruby,lib/twilio-ruby/rest/numbers/v2/regulatory_compliance/bundle/bundle_copy.rb,c58e213a6f04,third-party apis,7.1,27,0,70,0.0,2,0.0,33,11,17,0.515,twilio-ruby/lib/twilio-ruby/rest/wireless/v1/sim/data_session.rb,0.778
twilio-ruby,lib/twilio-ruby/rest/assistants/v1/policy.rb,c58e213a6f04,third-party apis,6.3,17,0,60,0.0,2,0.0,30,9,15,0.5,twilio-ruby/lib/twilio-ruby/rest/numbers/v1/signing_request_configuration.rb,0.778
twilio-ruby,lib/twilio-ruby/rest/supersim/v1/settings_update.rb,c58e213a6f04,third-party apis,6.4,16,0,59,0.0,2,0.0,29,9,15,0.517,twilio-ruby/lib/twilio-ruby/rest/numbers/v1/signing_request_configuration.rb,0.778
twilio-ruby,lib/twilio-ruby/rest/flex_api/v1/insights_conversations.rb,c58e213a6f04,third-party apis,6.8,16,0,52,0.0,2,0.0,25,9,15,0.6,twilio-ruby/lib/twilio-ruby/rest/numbers/v1/signing_request_configuration.rb,0.778
twilio-ruby,lib/twilio-ruby/rest/assistants/v1/tool.rb,c58e213a6f04,third-party apis,7.7,24,0,67,0.0,2,0.0,67,18,34,0.507,twilio-ruby/lib/twilio-ruby/rest/messaging/v2/channels_sender.rb,0.756
twilio-ruby,lib/twilio-ruby/rest/memory/v1/observation.rb,c58e213a6f04,third-party apis,8.1,26,0,71,0.0,2,0.0,59,16,35,0.593,twilio-ruby/lib/twilio-ruby/rest/memory/v1/conversation_summary.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/studio/v1/flow/execution.rb,c58e213a6f04,third-party apis,8.1,31,0,76,0.0,2,0.0,58,13,35,0.603,twilio-ruby/lib/twilio-ruby/rest/studio/v2/flow/execution.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/conversations/v1/service/configuration/webhook.rb,c58e213a6f04,third-party apis,7.2,33,0,64,0.0,2,0.0,39,14,20,0.513,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/configuration.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/frontline_api/v1/user.rb,c58e213a6f04,third-party apis,7.2,33,0,62,0.0,2,0.0,39,12,20,0.513,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/configuration.rb,0.75
sprockets,lib/sprockets/sass_processor.rb,73c5a5316bd1,assets,5.1,36,19,41,0.5,1,3.7,27,4,14,0.519,sprockets/lib/sprockets/sassc_processor.rb,0.75
concurrent-ruby,lib/concurrent-ruby/concurrent/mutable_struct.rb,0b88d5ff75f6,concurrency and parallelism,5.4,15,7,21,0.5,0,28.6,14,2,14,1.0,concurrent-ruby/lib/concurrent-ruby/concurrent/settable_struct.rb,0.75
geocoder,lib/geocoder/results/freegeoip.rb,d3515db46c57,geolocation,3,3,14,86,0.0,1,0.0,7,2,3,0.429,geocoder/lib/geocoder/results/postcodes_io.rb,0.75
rouge,lib/rouge/lexers/rocq.rb,afc3c52c2af0,code highlighting,9.5,15,100,0,0.0,2,0.0,6,3,4,0.667,rouge/lib/rouge/lexers/ecl.rb,0.75
gitlab,lib/gitlab/client/packages.rb,4818c5712616,third-party apis,3,3,0,0,0.0,2,0.0,6,2,3,0.5,gitlab/lib/gitlab/client/container_registry.rb,0.75
rdoc,lib/rdoc/ri/task.rb,4e303b392092,documentation,3.4,5,0,0,0.0,2,0.0,5,1,3,0.6,fastlane/fastlane/lib/fastlane/actions/git_branch.rb,0.75
rouge,lib/rouge/lexers/freefem.rb,afc3c52c2af0,code highlighting,33.4,113,100,0,0.0,4,0.0,5,3,4,0.8,rouge/lib/rouge/lexers/idlang.rb,0.75
activerecord,lib/active_record/encryption/null_encryptor.rb,3989ebf3473d,orm/odm,3,3,0,0,0.0,0,0.0,4,3,3,0.75,activerecord/lib/active_record/encryption/read_only_null_encryptor.rb,0.75
rouge,lib/rouge/lexers/plsql.rb,afc3c52c2af0,code highlighting,108.2,358,100,0,0.0,2,0.0,4,3,3,0.75,rouge/lib/rouge/lexers/css.rb,0.75
rouge,lib/rouge/lexers/m68k.rb,afc3c52c2af0,code highlighting,14.8,32,100,0,0.0,2,0.0,4,3,4,1.0,rouge/lib/rouge/lexers/brightscript.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/preview_iam/v1.rb,c58e213a6f04,third-party apis,3.8,6,0,0,0.0,2,0.0,4,4,3,0.75,twilio-ruby/lib/twilio-ruby/rest/flex_api/v2.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/insights/v3.rb,c58e213a6f04,third-party apis,3.8,6,0,0,0.0,2,0.0,4,4,3,0.75,twilio-ruby/lib/twilio-ruby/rest/flex_api/v2.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/studio/v2.rb,c58e213a6f04,third-party apis,5.8,11,0,25,0.0,2,0.0,4,4,4,1.0,twilio-ruby/lib/twilio-ruby/rest/ip_messaging/v2.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/oauth/v2.rb,c58e213a6f04,third-party apis,3.8,6,0,0,0.0,2,0.0,4,4,3,0.75,twilio-ruby/lib/twilio-ruby/rest/flex_api/v2.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/oauth/v1.rb,c58e213a6f04,third-party apis,3.8,6,0,0,0.0,2,0.0,4,4,3,0.75,twilio-ruby/lib/twilio-ruby/rest/flex_api/v2.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/chat/v3.rb,c58e213a6f04,third-party apis,10,16,0,50,0.0,2,0.0,4,4,3,0.75,twilio-ruby/lib/twilio-ruby/rest/flex_api/v2.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/content/v2.rb,c58e213a6f04,third-party apis,3.8,6,0,0,0.0,2,0.0,4,4,3,0.75,twilio-ruby/lib/twilio-ruby/rest/flex_api/v2.rb,0.75
rouge,lib/rouge/lexers/io.rb,afc3c52c2af0,code highlighting,4,6,100,33,0.0,2,0.0,3,3,3,1.0,rouge/lib/rouge/lexers/awk.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/numbers/v3.rb,c58e213a6f04,third-party apis,3.7,5,0,0,0.0,2,0.0,3,4,3,1.0,twilio-ruby/lib/twilio-ruby/rest/flex_api/v2.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/messaging/v3.rb,c58e213a6f04,third-party apis,3.7,5,0,0,0.0,2,0.0,3,4,3,1.0,twilio-ruby/lib/twilio-ruby/rest/flex_api/v2.rb,0.75
twilio-ruby,lib/twilio-ruby/rest/numbers/v1/embedded_session.rb,c58e213a6f04,third-party apis,6.3,22,0,55,0.0,2,0.0,22,10,13,0.591,twilio-ruby/lib/twilio-ruby/rest/content/v1/content/approval_create.rb,0.733
twilio-ruby,lib/twilio-ruby/rest/messaging/v3/typing_indicator.rb,c58e213a6f04,third-party apis,6.8,21,0,40,0.0,2,0.0,20,10,13,0.65,twilio-ruby/lib/twilio-ruby/rest/numbers/v1/sender_id_registration.rb,0.733
twilio-ruby,lib/twilio-ruby/rest/voice/v1/dialing_permissions.rb,c58e213a6f04,third-party apis,5.3,15,0,22,0.0,2,0.0,18,9,10,0.556,twilio-ruby/lib/twilio-ruby/rest/numbers/v2/regulatory_compliance.rb,0.727
twilio-ruby,lib/twilio-ruby/rest/chat/v2/service/user/user_channel.rb,c58e213a6f04,third-party apis,7.6,33,0,73,0.0,2,0.0,52,14,29,0.558,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/conversation/participant.rb,0.714
twilio-ruby,lib/twilio-ruby/rest/flex_api/v1/provisioning_status.rb,c58e213a6f04,third-party apis,5.9,20,0,45,0.0,2,0.0,31,12,16,0.516,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/configuration.rb,0.714
twilio-ruby,lib/twilio-ruby/rest/numbers/v1/webhook.rb,c58e213a6f04,third-party apis,6.0,20,0,52,0.0,2,0.0,23,9,11,0.478,twilio-ruby/lib/twilio-ruby/rest/marketplace/v1/module_data.rb,0.714
twilio-ruby,lib/twilio-ruby/rest/taskrouter/v1/workspace/task_queue/task_queue_bulk_real_time_statistics.rb,c58e213a6f04,third-party apis,6.3,22,0,59,0.0,2,0.0,22,11,11,0.5,twilio-ruby/lib/twilio-ruby/rest/content/v1/content/approval_create.rb,0.714
twilio-ruby,lib/twilio-ruby/rest/numbers/v1/porting_webhook_configuration.rb,c58e213a6f04,third-party apis,6.3,21,0,48,0.0,2,0.0,21,9,11,0.524,twilio-ruby/lib/twilio-ruby/rest/numbers/v1/sender_id_registration.rb,0.714
twilio-ruby,lib/twilio-ruby/rest/api/v2010/account/balance.rb,c58e213a6f04,third-party apis,6.5,21,0,55,0.0,2,0.0,20,10,11,0.55,twilio-ruby/lib/twilio-ruby/rest/video/v1/room/recording_rules.rb,0.714
bullet,lib/bullet/active_record81.rb,bc55c037d27a,profiler and optimization,28.8,305,5,89,0.0,0,10.5,19,3,18,0.947,bullet/lib/bullet/active_record80.rb,0.714
twilio-ruby,lib/twilio-ruby/rest/numbers/v1/eligibility.rb,c58e213a6f04,third-party apis,6.7,21,0,39,0.0,2,0.0,18,9,11,0.611,twilio-ruby/lib/twilio-ruby/rest/numbers/v1/sender_id_registration.rb,0.714
twilio-ruby,lib/twilio-ruby/rest/messaging/v1/usecase.rb,c58e213a6f04,third-party apis,6.6,20,0,39,0.0,2,0.0,18,9,11,0.611,twilio-ruby/lib/twilio-ruby/rest/marketplace/v1/module_data.rb,0.714
twilio-ruby,lib/twilio-ruby/rest/messaging/v2/typing_indicator.rb,c58e213a6f04,third-party apis,7.5,28,0,39,0.0,2,0.0,18,9,11,0.611,twilio-ruby/lib/twilio-ruby/rest/marketplace/v1/module_data.rb,0.714
fastlane,fastlane/lib/fastlane/actions/update_app_group_identifiers.rb,38d0ec404332,mobile development,7.6,25,100,33,0.0,1,0.0,9,4,6,0.667,fastlane/fastlane/lib/fastlane/actions/update_keychain_access_groups.rb,0.714
fastlane,fastlane/lib/fastlane/actions/update_icloud_container_identifiers.rb,38d0ec404332,mobile development,8.4,33,100,33,0.0,1,0.0,9,4,6,0.667,fastlane/fastlane/lib/fastlane/actions/update_keychain_access_groups.rb,0.714
mongo,lib/mongo/cluster/topology/unknown.rb,049b718a2d47,database drivers,3.1,4,0,11,0.25,1,0.0,9,4,5,0.556,mongo/lib/mongo/cluster/topology/single.rb,0.714
fastlane,fastlane/lib/fastlane/actions/hg_push.rb,38d0ec404332,mobile development,6.2,14,100,12,0.0,1,0.0,8,3,6,0.75,fastlane/fastlane/lib/fastlane/actions/make_changelog_from_jenkins.rb,0.714
danger,lib/danger/ci_source/appcircle.rb,c94d38b3ce68,automation,6.8,15,33,83,0.0,1,0.0,6,2,6,1.0,danger/lib/danger/ci_source/bitrise.rb,0.714
geocoder,lib/geocoder/lookups/nationaal_georegister_nl.rb,d3515db46c57,geolocation,3.8,6,0,50,0.0,1,0.0,6,2,6,1.0,geocoder/lib/geocoder/lookups/pdok_nl.rb,0.714
twilio-ruby,lib/twilio-ruby/rest/intelligence/v2/custom_operator.rb,c58e213a6f04,third-party apis,8.1,30,0,71,0.0,2,0.0,55,12,31,0.564,twilio-ruby/lib/twilio-ruby/rest/events/v1/sink.rb,0.711
twilio-ruby,lib/twilio-ruby/rest/api/v2010/account/recording/add_on_result/payload.rb,c58e213a6f04,third-party apis,6.5,24,0,73,0.0,2,0.0,51,15,28,0.549,twilio-ruby/lib/twilio-ruby/rest/proxy/v1/service/session/participant/message_interaction.rb,0.71
twilio-ruby,lib/twilio-ruby/rest/knowledge/v1/knowledge.rb,c58e213a6f04,third-party apis,7.5,23,0,67,0.0,2,0.0,70,18,37,0.529,twilio-ruby/lib/twilio-ruby/rest/messaging/v2/channels_sender.rb,0.705
twilio-ruby,lib/twilio-ruby/rest/assistants/v1/assistant/feedback.rb,c58e213a6f04,third-party apis,6.8,22,0,69,0.0,2,0.0,35,11,19,0.543,twilio-ruby/lib/twilio-ruby/rest/wireless/v1/sim/data_session.rb,0.7
bullet,lib/bullet/active_record60.rb,bc55c037d27a,profiler and optimization,29.5,294,6,89,0.0,0,11.1,18,3,17,0.944,bullet/lib/bullet/active_record61.rb,0.7
twilio-ruby,lib/twilio-ruby/rest/conversations/v1/configuration/webhook.rb,c58e213a6f04,third-party apis,7.2,34,0,56,0.0,2,0.0,39,13,19,0.487,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/configuration.rb,0.696
twilio-ruby,lib/twilio-ruby/rest/assistants/v1/knowledge/knowledge_status.rb,c58e213a6f04,third-party apis,5.8,21,0,58,0.0,2,0.0,33,13,17,0.515,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/configuration.rb,0.696
twilio-ruby,lib/twilio-ruby/rest/content/v1/content/approval_fetch.rb,c58e213a6f04,third-party apis,5.8,21,0,58,0.0,2,0.0,33,13,17,0.515,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/configuration.rb,0.696
twilio-ruby,lib/twilio-ruby/rest/knowledge/v1/knowledge/knowledge_status.rb,c58e213a6f04,third-party apis,5.8,21,0,58,0.0,2,0.0,33,13,17,0.515,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/configuration.rb,0.696
twilio-ruby,lib/twilio-ruby/rest/intelligence/v2/operator_attachments.rb,c58e213a6f04,third-party apis,5.9,21,0,53,0.0,2,0.0,32,12,17,0.531,twilio-ruby/lib/twilio-ruby/rest/insights/v1/call.rb,0.696
twilio-ruby,lib/twilio-ruby/rest/messaging/v1/linkshortening_messaging_service_domain_association.rb,c58e213a6f04,third-party apis,5.9,21,0,53,0.0,2,0.0,32,12,17,0.531,twilio-ruby/lib/twilio-ruby/rest/insights/v1/call.rb,0.696
twilio-ruby,lib/twilio-ruby/rest/assistants/v1/knowledge.rb,c58e213a6f04,third-party apis,7.5,23,0,67,0.0,2,0.0,70,18,38,0.543,twilio-ruby/lib/twilio-ruby/rest/messaging/v2/channels_sender.rb,0.689
twilio-ruby,lib/twilio-ruby/rest/intelligence/v3/version.rb,c58e213a6f04,third-party apis,6.1,29,0,75,0.0,2,0.0,51,12,23,0.451,twilio-ruby/lib/twilio-ruby/rest/conversations/v2/participant.rb,0.688
twilio-ruby,lib/twilio-ruby/rest/flex_api/v1/plugin_configuration/configured_plugin.rb,c58e213a6f04,third-party apis,6.3,28,0,73,0.0,2,0.0,51,13,23,0.451,twilio-ruby/lib/twilio-ruby/rest/messaging/v1/service/us_app_to_person.rb,0.688
twilio-ruby,lib/twilio-ruby/rest/trusthub/v1/trust_products/trust_products_channel_endpoint_assignment.rb,c58e213a6f04,third-party apis,7.6,29,0,70,0.0,2,0.0,47,13,28,0.596,twilio-ruby/lib/twilio-ruby/rest/api/v2010/account/short_code.rb,0.688
twilio-ruby,lib/twilio-ruby/rest/trusthub/v1/customer_profiles/customer_profiles_channel_endpoint_assignment.rb,c58e213a6f04,third-party apis,7.6,29,0,70,0.0,2,0.0,47,13,28,0.596,twilio-ruby/lib/twilio-ruby/rest/api/v2010/account/short_code.rb,0.688
twilio-ruby,lib/twilio-ruby/rest/conversations/v1/conversation/message/delivery_receipt.rb,c58e213a6f04,third-party apis,6.3,23,0,70,0.0,2,0.0,46,14,23,0.5,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/conversation/participant.rb,0.688
twilio-ruby,lib/twilio-ruby/rest/video/v1/room/participant/subscribed_track.rb,c58e213a6f04,third-party apis,6.3,23,0,69,0.0,2,0.0,45,14,23,0.511,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/conversation/participant.rb,0.688
twilio-ruby,lib/twilio-ruby/rest/video/v1/room/participant/published_track.rb,c58e213a6f04,third-party apis,6.4,23,0,68,0.0,2,0.0,44,14,23,0.523,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/conversation/participant.rb,0.688
twilio-ruby,lib/twilio-ruby/rest/serverless/v1/service/asset/asset_version.rb,c58e213a6f04,third-party apis,6.4,23,0,67,0.0,2,0.0,43,14,23,0.535,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/conversation/participant.rb,0.688
twilio-ruby,lib/twilio-ruby/rest/supersim/v1/network.rb,c58e213a6f04,third-party apis,6.8,21,0,60,0.0,2,0.0,40,12,23,0.575,twilio-ruby/lib/twilio-ruby/rest/supersim/v1/sim.rb,0.688
twilio-ruby,lib/twilio-ruby/rest/numbers/v2/authorization_document.rb,c58e213a6f04,third-party apis,7.6,36,0,69,0.0,2,0.0,51,12,30,0.588,twilio-ruby/lib/twilio-ruby/rest/events/v1/sink.rb,0.684
twilio-ruby,lib/twilio-ruby/rest/messaging/v1/domain_config.rb,c58e213a6f04,third-party apis,7,33,0,63,0.0,2,0.0,41,12,20,0.488,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/configuration.rb,0.68
twilio-ruby,lib/twilio-ruby/rest/conversations/v1/service/configuration/notification.rb,c58e213a6f04,third-party apis,8.5,51,0,64,0.0,2,0.0,39,14,20,0.513,twilio-ruby/lib/twilio-ruby/rest/conversations/v1/service/configuration.rb,0.68
twilio-ruby,lib/twilio-ruby/rest/flex_api/v1/plugin_configuration.rb,c58e213a6f04,third-party apis,7.7,31,0,66,0.0,2,0.0,47,12,27,0.574,twilio-ruby/lib/twilio-ruby/rest/flex_api/v1/plugin.rb,0.676
twilio-ruby,lib/twilio-ruby/rest/api/v2010/account/message/media.rb,c58e213a6f04,third-party apis,7.0,23,0,69,0.0,2,0.0,45,14,26,0.578,twilio-ruby/lib/twilio-ruby/rest/api/v2010/account/call/recording.rb,0.676
twilio-ruby,lib/twilio-ruby/rest/memory/v1/data_mapping.rb,c58e213a6f04,third-party apis,7.8,25,0,71,0.0,2,0.0,66,18,34,0.515,twilio-ruby/lib/twilio-ruby/rest/memory/v1/trait_group.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/api/v2010/account/outgoing_caller_id.rb,c58e213a6f04,third-party apis,7.6,28,0,71,0.0,2,0.0,48,13,29,0.604,twilio-ruby/lib/twilio-ruby/rest/api/v2010/account/short_code.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/flex_api/v1/plugin_release.rb,c58e213a6f04,third-party apis,7.6,27,0,62,0.0,2,0.0,42,12,25,0.595,twilio-ruby/lib/twilio-ruby/rest/flex_api/v1/plugin.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/memory/v1/operation.rb,c58e213a6f04,third-party apis,5.8,21,0,65,0.0,2,0.0,37,12,17,0.459,twilio-ruby/lib/twilio-ruby/rest/intelligence/v3/conversation.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/knowledge/v2/operation.rb,c58e213a6f04,third-party apis,5.8,21,0,65,0.0,2,0.0,37,12,17,0.459,twilio-ruby/lib/twilio-ruby/rest/intelligence/v3/conversation.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/conversations/v2/operation.rb,c58e213a6f04,third-party apis,5.8,21,0,64,0.0,2,0.0,36,12,17,0.472,twilio-ruby/lib/twilio-ruby/rest/intelligence/v3/conversation.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/content/v1/legacy_content.rb,c58e213a6f04,third-party apis,5.9,19,0,62,0.0,2,0.0,32,9,15,0.469,twilio-ruby/lib/twilio-ruby/rest/wireless/v1/sim/data_session.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/content/v1/content_and_approvals.rb,c58e213a6f04,third-party apis,6.0,17,0,60,0.0,2,0.0,30,9,15,0.5,twilio-ruby/lib/twilio-ruby/rest/wireless/v1/sim/data_session.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/ip_messaging/v1/service/user/user_channel.rb,c58e213a6f04,third-party apis,6.1,16,0,66,0.0,2,0.0,29,11,15,0.517,twilio-ruby/lib/twilio-ruby/rest/wireless/v1/sim/data_session.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/chat/v1/service/user/user_channel.rb,c58e213a6f04,third-party apis,6.1,16,0,66,0.0,2,0.0,29,11,15,0.517,twilio-ruby/lib/twilio-ruby/rest/wireless/v1/sim/data_session.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/verify/v2/template.rb,c58e213a6f04,third-party apis,6.5,15,0,54,0.0,2,0.0,26,9,15,0.577,twilio-ruby/lib/twilio-ruby/rest/insights/v1/call/event.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/iam/v1/get_api_keys.rb,c58e213a6f04,third-party apis,6.5,15,0,54,0.0,2,0.0,26,9,15,0.577,twilio-ruby/lib/twilio-ruby/rest/insights/v1/call/event.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/api/v2010/account/call/event.rb,c58e213a6f04,third-party apis,6.7,15,0,57,0.0,2,0.0,23,11,15,0.652,twilio-ruby/lib/twilio-ruby/rest/wireless/v1/sim/data_session.rb,0.667
fastlane,fastlane/lib/fastlane/actions/google_play_track_version_codes.rb,38d0ec404332,mobile development,4.6,13,100,30,0.0,1,0.0,10,3,5,0.5,fastlane/fastlane/lib/fastlane/actions/google_play_track_release_names.rb,0.667
fastlane,fastlane/lib/fastlane/actions/sh.rb,38d0ec404332,mobile development,5,17,100,0,0.0,1,0.0,10,3,5,0.5,fastlane/fastlane/lib/fastlane/actions/lane_context.rb,0.667
fastlane,fastlane/lib/fastlane/actions/ensure_bundle_exec.rb,38d0ec404332,mobile development,4.1,8,100,0,0.0,1,0.0,9,4,5,0.556,fastlane/fastlane/lib/fastlane/actions/lane_context.rb,0.667
fastlane,fastlane/lib/fastlane/actions/ruby_version.rb,38d0ec404332,mobile development,5,14,100,12,0.0,1,0.0,8,4,5,0.625,fastlane/fastlane/lib/fastlane/actions/lane_context.rb,0.667
fastlane,fastlane/lib/fastlane/actions/min_fastlane_version.rb,38d0ec404332,mobile development,5.1,15,100,12,0.0,1,0.0,8,4,5,0.625,fastlane/fastlane/lib/fastlane/actions/lane_context.rb,0.667
liquid,lib/liquid/forloop_drop.rb,7a5e45fc4784,template engine,3.4,6,0,62,0.0,1,0.0,8,2,7,0.875,liquid/lib/liquid/tablerowloop_drop.rb,0.667
fastlane,fastlane/lib/fastlane/actions/hg_add_tag.rb,38d0ec404332,mobile development,5,10,100,14,0.0,1,0.0,7,3,5,0.714,fastlane/fastlane/lib/fastlane/actions/git_remote_branch.rb,0.667
fastlane,fastlane/lib/fastlane/actions/restore_file.rb,38d0ec404332,mobile development,4.6,8,100,14,0.0,1,0.0,7,3,5,0.714,fastlane/fastlane/lib/fastlane/actions/git_remote_branch.rb,0.667
fastlane,fastlane/lib/fastlane/actions/backup_file.rb,38d0ec404332,mobile development,4.1,7,100,14,0.0,1,0.0,7,3,5,0.714,fastlane/fastlane/lib/fastlane/actions/git_remote_branch.rb,0.667
geocoder,lib/geocoder/lookups/ip2location.rb,d3515db46c57,geolocation,7.7,24,0,29,0.0,1,0.0,7,2,5,0.714,geocoder/lib/geocoder/lookups/ip2location_io.rb,0.667
gitlab,lib/gitlab/client/environments.rb,4818c5712616,third-party apis,3.2,4,0,0,0.0,2,0.0,6,2,5,0.833,gitlab/lib/gitlab/client/milestones.rb,0.667
gitlab,lib/gitlab/client/snippets.rb,4818c5712616,third-party apis,3.5,6,0,0,0.0,2,0.0,6,2,5,0.833,gitlab/lib/gitlab/client/pipelines.rb,0.667
mongo,lib/mongo/operation/indexes/result.rb,049b718a2d47,database drivers,3,3,0,83,0.0,1,0.0,6,4,5,0.833,mongo/lib/mongo/operation/list_collections/result.rb,0.667
sprockets,lib/sprockets/uglifier_compressor.rb,73c5a5316bd1,assets,6.8,19,60,60,0.0,0,0.0,5,2,5,1.0,sprockets/lib/sprockets/closure_compressor.rb,0.667
sprockets,lib/sprockets/yui_compressor.rb,73c5a5316bd1,assets,5,12,60,60,0.0,0,0.0,5,2,5,1.0,sprockets/lib/sprockets/closure_compressor.rb,0.667
sprockets,lib/sprockets/jsminc_compressor.rb,73c5a5316bd1,assets,3.2,4,60,60,0.0,0,0.0,5,2,5,1.0,sprockets/lib/sprockets/closure_compressor.rb,0.667
selenium-webdriver,lib/selenium/webdriver/safari/features.rb,9175ed94d83e,testing,3,3,0,20,0.0,0,0.0,5,4,5,1.0,selenium-webdriver/lib/selenium/webdriver/firefox/features.rb,0.667
rouge,lib/rouge/lexers/groovy.rb,afc3c52c2af0,code highlighting,5,7,100,20,0.0,2,0.0,5,3,4,0.8,rouge/lib/rouge/lexers/javascript.rb,0.667
liquid,lib/liquid/tags/increment.rb,7a5e45fc4784,template engine,4.6,8,0,60,0.5,1,0.0,5,2,5,1.0,liquid/lib/liquid/tags/decrement.rb,0.667
gitlab,lib/gitlab/client/project_clusters.rb,4818c5712616,third-party apis,3.2,4,0,0,0.0,2,0.0,5,2,5,1.0,gitlab/lib/gitlab/client/milestones.rb,0.667
mongo,profile/driver_bench/multi_doc/base.rb,049b718a2d47,database drivers,4.6,8,0,40,0.0,1,0.0,5,4,5,1.0,mongo/profile/driver_bench/single_doc/base.rb,0.667
twilio-ruby,lib/twilio-ruby/rest/knowledge/v2/knowledge_basis.rb,c58e213a6f04,third-party apis,7.5,24,0,70,0.0,2,0.0,60,16,33,0.55,twilio-ruby/lib/twilio-ruby/rest/intelligence/v3/operator.rb,0.659
twilio-ruby,lib/twilio-ruby/rest/numbers/v2/hosted_number_order.rb,c58e213a6f04,third-party apis,8.3,56,0,76,0.0,2,0.0,68,12,31,0.456,twilio-ruby/lib/twilio-ruby/rest/wireless/v1/sim.rb,0.658
twilio-ruby,lib/twilio-ruby/rest/preview/hosted_numbers/hosted_number_order.rb,c58e213a6f04,third-party apis,9.1,58,0,76,0.0,2,0.0,66,12,31,0.47,twilio-ruby/lib/twilio-ruby/rest/wireless/v1/sim.rb,0.658
twilio-ruby,lib/twilio-ruby/rest/numbers/v1/porting_port_in_phone_number.rb,c58e213a6f04,third-party apis,5.6,30,0,70,0.0,2,0.0,50,12,20,0.4,twilio-ruby/lib/twilio-ruby/rest/lookups/v2/lookup_override.rb,0.655
twilio-ruby,lib/twilio-ruby/rest/intelligence/v2/prebuilt_operator.rb,c58e213a6f04,third-party apis,6.3,24,0,66,0.0,2,0.0,47,12,23,0.489,twilio-ruby/lib/twilio-ruby/rest/flex_api/v1/assessments.rb,0.655
